# Stock LG V60 vendor module symbol CRCs (extracted from /vendor/lib/modules/*.ko)
# Format: <symbol> 0x<crc32>
# A built kernel whose symbols differ from any entry here will make the
# corresponding stock module refuse to load (module_layout / disagrees about version).
PDE_DATA 0xe686865f
of_match_node 0x6f135518
of_modalias_node 0x1927cc46
of_parse_phandle 0x8f5db19e
of_parse_phandle_with_args 0x88319c54
of_parse_phandle_with_fixed_args 0x96996131
of_platform_depopulate 0xf41278dc
of_platform_populate 0x149ab3d7
of_property_count_elems_of_size 0xdd456c9e
of_property_match_string 0xf1e9df6d
of_property_read_string 0xa3dea115
of_property_read_string_helper 0xbbac59b2
of_property_read_u64 0xb11cb863
of_property_read_variable_u16_array 0x06ba2db5
of_property_read_variable_u32_array 0xfd3ffb65
of_property_read_variable_u8_array 0x56b7c754
of_register_swr_devices 0x1e7e497c
param_array_ops 0xe2b2643b
param_get_int 0x9bbde54b
param_get_string 0x0925323a
param_ops_bool 0xe49aed68
param_ops_byte 0x505912f3
param_ops_charp 0x9f41176a
param_ops_int 0x9bd7389d
param_ops_uint 0x90e80b48
param_ops_ullong 0x2868f1bd
param_ops_ulong 0x4f2ef99d
param_set_copystring 0xfabe2bfa
param_set_int 0xb4a2d6af
pci_assign_resource 0x90c73ba1
pci_clear_master 0x5feddd27
pci_disable_device 0xe7d77db6
pci_disable_msi 0x805674b6
pci_enable_device 0x40fbb614
pci_iomap 0x1b2f43a2
pci_read_config_dword 0xb0738873
pci_read_config_word 0x62853596
pci_release_region 0xa4017c0d
pci_request_region 0x3f5805ce
pci_set_master 0x89f56e41
pci_write_config_dword 0x092b7830
pci_write_config_word 0xb49ab47d
pfn_valid 0x51e77c97
pinconf_generic_dt_node_to_map 0x38841a53
pinctrl_dev_get_drvdata 0xe24fa6dd
pinctrl_lookup_state 0x3d834901
pinctrl_select_state 0xcb5ea011
pinctrl_utils_free_map 0x4eb787e3
platform_device_add 0x61760096
platform_device_add_data 0x1a742509
platform_device_alloc 0xfa29e0e1
platform_device_put 0x8b4d1e2d
platform_device_unregister 0xd22205f4
platform_driver_unregister 0x85eb5543
platform_get_irq_byname 0x755562d5
platform_get_resource_byname 0x5da0490f
pm_generic_resume 0x723783a1
pm_generic_suspend 0x2e70cdb0
pm_qos_add_notifier 0x1e5b03dc
pm_qos_add_request 0xadd7bf7b
pm_qos_remove_notifier 0xbcac6160
pm_qos_remove_request 0xd8c1a71b
pm_qos_request_active 0xc6017e70
pm_qos_update_request 0xfc42fabc
pm_relax 0x0b8c470d
pm_runtime_allow 0x8c1d6bea
pm_runtime_autosuspend_expiration 0x07e9efa6
pm_runtime_enable 0x7c35e2e6
pm_runtime_force_resume 0x144d6702
pm_runtime_force_suspend 0xb315cc70
pm_runtime_set_autosuspend_delay 0x52b93f54
pm_stay_awake 0x18c5d34f
pm_system_wakeup 0x8c0215f2
pm_wakeup_ws_event 0xda496030
preempt_schedule 0x43b0c9c3
preempt_schedule_notrace 0xf70e4a4d
prepare_to_wait_event 0x8c26d495
print_hex_dump 0x167c5967
print_stack_trace 0xf8802492
printk 0xc5850110
proc_create 0x8df80430
proc_create_data 0x07499b06
proc_dointvec 0xa8181adf
proc_mkdir 0xb5392e22
proc_set_user 0x17a71fdf
pskb_expand_head 0x9467a6e8
put_device 0x0673ea63
q6adm_set_crosstalk_parms 0xfa4dd326
q6adm_set_tx_cfg_parms 0xfa568d86
q6adm_set_tx_device_info_parms 0x38667eda
q6adm_set_tx_mix_parms 0x62a2877a
q6adm_set_tx_voice_focus_parms 0x3b8a5e2c
q6afe_audio_client_alloc 0x334cc50b
q6afe_audio_client_buf_alloc_contiguous 0x92861c57
q6afe_audio_client_buf_free_contiguous 0x31f4d00e
q6afe_audio_client_free 0xe5180872
q6asm_adjust_session_clock 0x6a74d57b
q6asm_async_read 0x1a91e3e8
q6asm_async_write 0xba47e62a
q6asm_audio_client_alloc 0x710178b7
q6asm_audio_client_buf_alloc 0xe9d60aef
q6asm_audio_client_buf_alloc_contiguous 0xd32e3429
q6asm_audio_client_buf_free_contiguous 0x70336b16
q6asm_audio_client_free 0x83c53a13
q6asm_cfg_aac_sel_mix_coef 0xcdc60ff5
q6asm_cfg_dual_mono_aac 0xb1334444
q6asm_cmd 0xda0a94a3
q6asm_cmd_nowait 0xb6c63998
q6asm_cpu_buf_release 0x18cbb4ee
q6asm_ds1_set_stream_endp_params 0xdb1c2281
q6asm_enable_sbrps 0x58b3f567
q6asm_enc_cfg_blk_aac 0xa588794f
q6asm_enc_cfg_blk_amrnb 0x78729b50
q6asm_enc_cfg_blk_amrwb 0x2d6ca045
q6asm_enc_cfg_blk_custom 0x196e8be1
q6asm_enc_cfg_blk_evrc 0x8baf0038
q6asm_enc_cfg_blk_g711 0xa0b5b848
q6asm_enc_cfg_blk_pcm 0x9ca268b9
q6asm_enc_cfg_blk_pcm_format_support_v4 0xe9e77cf6
q6asm_enc_cfg_blk_pcm_format_support_v5 0xe86b8309
q6asm_enc_cfg_blk_pcm_native 0x0a08aed1
q6asm_enc_cfg_blk_pcm_v2 0x8eebd6f5
q6asm_enc_cfg_blk_qcelp 0x63a83771
q6asm_equalizer 0x6dc3211f
q6asm_get_audio_client 0x06a2f41b
q6asm_get_buf_index_from_token 0x4c1f9d1a
q6asm_get_path_delay 0x5cab0cea
q6asm_get_session_time 0x5959535a
q6asm_get_session_time_legacy 0x3b484fb7
q6asm_get_session_time_v2 0x63f36981
q6asm_get_shared_pos 0x93090bf7
q6asm_get_stream_id_from_token 0x5d0f49f4
q6asm_is_cpu_buf_avail 0xaf12c9d9
q6asm_is_cpu_buf_avail_nolock 0xf0ae9942
q6asm_map_channels 0x2bd623bb
q6asm_media_format_block_aac 0xbb6a6d61
q6asm_media_format_block_alac 0x5e8b7f7f
q6asm_media_format_block_amrwbplus 0x3724179a
q6asm_media_format_block_ape 0x5efbe622
q6asm_media_format_block_dsd 0xf7f331c8
q6asm_media_format_block_g711 0x2a3c683d
q6asm_media_format_block_gen_compr 0x8c6ea885
q6asm_media_format_block_iec 0x6b1f5845
q6asm_media_format_block_multi_aac 0x77fa1959
q6asm_media_format_block_multi_ch_pcm_v4 0xbc79679a
q6asm_media_format_block_multi_ch_pcm_v5 0xd94b108d
q6asm_media_format_block_pcm 0xfe69a644
q6asm_media_format_block_pcm_format_support 0x0c64caa3
q6asm_media_format_block_pcm_format_support_v4 0x8190a35f
q6asm_media_format_block_pcm_format_support_v5 0xc08f9442
q6asm_media_format_block_wma 0x202dc790
q6asm_media_format_block_wmapro 0x3832e200
q6asm_memory_map 0x29807ae6
q6asm_memory_unmap 0xcfdaa42c
q6asm_open_loopback_v2 0xe7e54645
q6asm_open_read 0xf41ea83a
q6asm_open_read_compressed 0xa23a32ef
q6asm_open_read_v4 0xd690540b
q6asm_open_read_v5 0xfe8360b1
q6asm_open_read_write 0xdc75f7f3
q6asm_open_read_write_v2 0x7c88a7bd
q6asm_open_shared_io 0x4830d83a
q6asm_open_transcode_loopback 0x2588111e
q6asm_open_write 0x1986bf98
q6asm_open_write_compressed 0xb941533f
q6asm_open_write_v4 0x34065f2a
q6asm_open_write_v5 0xf413b465
q6asm_pack_and_set_pp_param_in_band 0x665ad12c
q6asm_read 0xd8765e55
q6asm_read_nolock 0x411e897f
q6asm_read_v2 0x61fbc869
q6asm_reg_tx_overflow 0xf9ed0d66
q6asm_run 0xe2ee66a4
q6asm_run_nowait 0xc0773aa7
q6asm_send_cal 0x9019e753
q6asm_send_ion_fd 0xa3398dc0
q6asm_send_mtmx_strtr_clk_rec_mode 0x72eff8b9
q6asm_send_mtmx_strtr_enable_adjust_session_clock 0x4cfeeb50
q6asm_send_mtmx_strtr_render_mode 0xfa827aed
q6asm_send_mtmx_strtr_ttp_offset 0x18f12f18
q6asm_send_mtmx_strtr_window 0x450132e8
q6asm_send_rtic_event_ack 0xe8f37413
q6asm_send_stream_cmd 0xf7bda103
q6asm_set_aptx_dec_bt_addr 0x3f496f90
q6asm_set_encdec_chan_map 0x352663cf
q6asm_set_io_mode 0x14461b6a
q6asm_set_lge_ais_param 0x38f4d12d
q6asm_set_lgesoundmabl_allparam 0xcc92fa6b
q6asm_set_lgesoundmabl_devicespeaker 0x89bf6ba4
q6asm_set_lgesoundmabl_lrbalancecontrol 0xb3968007
q6asm_set_lgesoundmabl_monoenable 0x5f140576
q6asm_set_lgestereo_send_command 0xd0a83b91
q6asm_set_multich_gain 0x1a96eedd
q6asm_set_mute 0xa1939004
q6asm_set_pp_params 0x47782b20
q6asm_set_soft_volume_module_instance_ids 0xc3fb2e90
q6asm_set_softpause 0xa41b1c66
q6asm_set_softvolume 0xbb951738
q6asm_set_softvolume_v2 0x8f6eb7ea
q6asm_set_volume 0x39e4284f
q6asm_shared_io_buf 0x5c356a7d
q6asm_shared_io_free 0xef48a284
q6asm_stream_cmd 0x270a6251
q6asm_stream_cmd_nowait 0xfd97c956
q6asm_stream_media_format_block_aac 0x693e5e58
q6asm_stream_media_format_block_aptx_dec 0x41edbfb9
q6asm_stream_media_format_block_flac 0xe8f9c9d2
q6asm_stream_media_format_block_vorbis 0xbe846447
q6asm_stream_open_write_v4 0x45358025
q6asm_stream_open_write_v5 0x54b9a41d
q6asm_stream_send_meta_data 0x27f3ad04
q6asm_write 0x8f50c44a
q6asm_write_nolock 0x802f70ad
q6audio_validate_port 0x0afcae02
q6common_is_instance_id_supported 0x86c6ba12
q6common_pack_pp_params 0x7a357e31
q6common_update_instance_id_support 0x0da23974
q6core_get_avcs_api_version_per_service 0x7392ae67
q6core_load_unload_topo_modules 0x920dda13
q6lsm_adsp_supports_multi_stage_detection 0x8a892100
q6lsm_client_alloc 0xd77086e1
q6lsm_client_free 0x9b0fa029
q6lsm_close 0x857f9ccc
q6lsm_deregister_sound_model 0xebb5708c
q6lsm_get_afe_data_format 0xf13c06ca
q6lsm_get_one_param 0x7d64f4b8
q6lsm_lab_buffer_alloc 0x4b7d30b8
q6lsm_lab_control 0xc4190f14
q6lsm_lab_out_ch_cfg 0x3dc604b5
q6lsm_open 0x9704ec25
q6lsm_read 0x83418f66
q6lsm_register_sound_model 0x241531f4
q6lsm_set_afe_data_format 0x55b53d20
q6lsm_set_data 0x5ade8c43
q6lsm_set_fwk_mode_cfg 0xa2a52944
q6lsm_set_media_fmt_v2_params 0xc8e6a0c8
q6lsm_set_one_param 0x12f886c1
q6lsm_set_port_connected 0xfdcfc4ad
q6lsm_sm_set_param_data 0x6d42ef14
q6lsm_snd_model_buf_alloc 0x97790d13
q6lsm_snd_model_buf_free 0xd902594b
q6lsm_start 0xf20a04c6
q6lsm_stop 0x7e7f8392
q6lsm_stop_lab 0x208c8878
qmi_rmnet_ps_ind_deregister 0x8a43c967
qmi_rmnet_ps_ind_register 0x7171cf27
qmi_rmnet_work_maybe_restart 0xebb7200f
queue_delayed_work_on 0xaeca7f89
queue_work_on 0x04be4d8b
refcount_dec_and_test_checked 0xb62b74af
refcount_dec_checked 0xa8223179
refcount_inc_checked 0x1ee8d6d4
regcache_cache_only 0x47bf66ce
regcache_mark_dirty 0xc5dab5d4
regcache_sync 0x2d215e15
regcache_sync_region 0x96260890
register_chrdev_region 0x3fd78f3b
register_cld_cmd_cb 0x14d2e4b6
register_inet6addr_notifier 0x60352082
register_inetaddr_notifier 0xf68285c0
register_netdev 0x1fdfef52
register_netdevice 0xc9752201
register_netdevice_notifier 0xd2da1048
register_netevent_notifier 0x4761f17c
register_oom_notifier 0x622c7922
register_pm_notifier 0x9cc4f70a
register_sysctl_table 0xf97d7de2
regmap_irq_get_virq 0x55784228
regmap_multi_reg_write 0x66114fe9
regmap_read 0xc668f96c
regmap_update_bits_base 0x8098bbd9
regmap_write 0xd8c7d2a6
regulator_count_voltages 0xe7d407d6
regulator_disable 0x6a53394d
regulator_enable 0xa6d42567
regulator_set_load 0x8f57197b
regulator_set_voltage 0xcf01ca1b
regulatory_set_wiphy_regd 0x48e1edad
release_firmware 0xc3c87792
remap_pfn_range 0x731bee8e
remove_proc_entry 0x8662aaf7
request_firmware 0xc0f7d341
request_firmware_nowait 0x699e15f1
request_threaded_irq 0x2072ee9b
rmnet_deliver_skb 0x7814690d
rmnet_frag_deliver 0x7cdc04b8
rmnet_frag_ipv6_skip_exthdr 0xfb034b84
rmnet_get_endpoint 0xe3aa2fa9
rmnet_get_port 0xb8e51b67
rmnet_is_real_dev_registered 0x0d0c5490
rmnet_map_checksum_downlink_packet 0xec01309c
rmnet_map_dl_ind_deregister 0x5c33d85c
rmnet_map_dl_ind_register 0x4b185d5f
rmnet_map_flow_command 0xbd27f56b
rmnet_perf_chain_end 0x4b87f955
rmnet_perf_deag_entry 0x8713144d
rmnet_perf_desc_entry 0x403c5f81
rmnet_recycle_frag_descriptor 0xcfaca338
rmnet_set_skb_proto 0xf02d661a
rmnet_shs_skb_entry 0xd91270d1
rpmsg_trysend 0xb5740050
rtc_time64_to_tm 0x356461c8
rtnl_is_locked 0x85670f1d
rtnl_lock 0xc7a4fbed
rtnl_trylock 0xf4f14de6
rtnl_unlock 0x6e720ff2
save_stack_trace_tsk 0xe623bfce
sched_clock 0x3a26ed11
schedule 0x01000e51
schedule_timeout 0x8ddd8aad
schedule_timeout_interruptible 0x054496b4
scnprintf 0x96848186
seq_lseek 0x8f44d267
seq_read 0xad4303fc
seq_vprintf 0x5959f1c2
service_notif_register_notifier 0xcba4bcae
service_notif_unregister_notifier 0xd9fb38d8
set_cpus_allowed_ptr 0xd7c987e9
set_lsm_port 0x936f786a
set_normalized_timespec 0x6c07ef16
set_user_nice 0x6245c20e
sg_free_table 0x7f5b4fe4
sg_init_one 0xb320cc0e
sg_init_table 0xf888ca21
sg_next 0x87b8798d
simple_read_from_buffer 0x619cb7dd
single_open 0x42ddf65a
single_release 0x27927bdb
skb_clone 0xfe8af87e
skb_copy 0x0fc3f1fc
skb_copy_bits 0x918b3e5f
skb_dequeue 0xe1a88737
skb_dequeue_tail 0xe5924168
skb_pull 0xd413b7e9
skb_push 0x2c6e2001
skb_put 0x2b847967
skb_queue_tail 0x9e45329a
skb_trim 0x9c143992
skip_spaces 0xd0a91bab
snd_ctl_add 0x8ce4ae4d
snd_ctl_boolean_mono_info 0x24fe2f35
snd_ctl_enum_info 0x81b69e41
snd_ctl_new1 0x85558b93
snd_ctl_notify 0xb40cff2c
snd_ctl_remove 0x949460e8
snd_event_client_deregister 0xdedcdb0b
snd_event_client_register 0xc2a53824
snd_event_master_deregister 0xf21b8742
snd_event_master_register 0xe6816a62
snd_event_mstr_add_client 0x6d8a9825
snd_event_notify 0x23624457
snd_hwdep_new 0x285846b2
snd_info_create_card_entry 0x39b2801c
snd_info_create_module_entry 0x10e9541a
snd_info_create_subdir 0x394cba35
snd_info_free_entry 0xbb6e621a
snd_info_register 0x6310bfe6
snd_jack_set_key 0xcdc56c52
snd_pcm_add_chmap_ctls 0x9301b18f
snd_pcm_add_usr_ctls 0x985cc416
snd_pcm_add_volume_ctls 0xbb531626
snd_pcm_format_physical_width 0x68a24153
snd_pcm_format_width 0xe56a9336
snd_pcm_hw_constraint_integer 0x5675cbb5
snd_pcm_hw_constraint_list 0xc420112e
snd_pcm_hw_constraint_mask64 0xab50ca17
snd_pcm_hw_constraint_minmax 0xe42250f4
snd_pcm_hw_constraint_step 0x2f5b4570
snd_pcm_lib_ioctl 0x587251b2
snd_pcm_period_elapsed 0xe1eba703
snd_pcm_std_chmaps 0x04e1b99f
snd_pcm_stop 0xed9c7b51
snd_soc_add_component_controls 0xf863b560
snd_soc_bytes_tlv_callback 0x2a8d3f69
snd_soc_card_change_online_state 0x11229b02
snd_soc_card_get_kcontrol 0x6d9b76f5
snd_soc_card_jack_new 0xf7cda3a4
snd_soc_component_exit_regmap 0x8a6992e6
snd_soc_component_init_regmap 0xf51848ed
snd_soc_component_read32 0xf6b33fc4
snd_soc_component_update_bits 0x6f4eff84
snd_soc_component_write 0x0bbb5184
snd_soc_dai_get_channel_map 0xd8e68eef
snd_soc_dai_set_channel_map 0x4e5cbfbc
snd_soc_dai_set_fmt 0x58947d0f
snd_soc_dai_set_sysclk 0x9d219840
snd_soc_dai_set_tdm_slot 0x0b2625e3
snd_soc_dapm_add_routes 0x768136bc
snd_soc_dapm_get_enum_double 0x4a30030e
snd_soc_dapm_get_volsw 0x823d6f1a
snd_soc_dapm_ignore_suspend 0xeb6dfc7b
snd_soc_dapm_kcontrol_widget 0x5ccaf371
snd_soc_dapm_mixer_update_power 0x6026b813
snd_soc_dapm_mux_update_power 0x8ca7efdf
snd_soc_dapm_new_controls 0x9b849832
snd_soc_dapm_new_widgets 0x7ec80b6a
snd_soc_dapm_put_enum_double 0xcfb669cc
snd_soc_dapm_put_volsw 0x7b3162fe
snd_soc_dapm_sync 0x8ac3a11f
snd_soc_get_volsw 0xcc16b53c
snd_soc_get_volsw_sx 0xba4891f4
snd_soc_info_enum_double 0xfbd4ce66
snd_soc_info_multi_ext 0x1a455cff
snd_soc_info_volsw 0x59a91ff6
snd_soc_info_volsw_sx 0x2b8cf712
snd_soc_jack_report 0xb7fdb407
snd_soc_new_compress 0x2af05493
snd_soc_of_parse_audio_routing 0xae9eeb43
snd_soc_of_parse_card_name 0x1dfaf333
snd_soc_pm_ops 0x6970b74b
snd_soc_put_volsw 0xdded930d
snd_soc_put_volsw_sx 0x7650b6f2
snd_soc_register_component 0x455600ed
snd_soc_rtdcom_lookup 0x71d7c5c6
snd_soc_unregister_card 0x594bde57
snd_soc_unregister_component 0x65886f8d
snd_timer_interrupt 0x1ee3287a
snprintf 0x656e4a6e
soc_find_component_locked 0x319afc0a
softnet_data 0x57bdea96
sprint_symbol 0x661601de
sprintf 0x3c3ff9fd
srcu_init_notifier_head 0xfb29871a
srcu_notifier_call_chain 0x4adcedd1
srcu_notifier_chain_register 0xb56dfdbe
srcu_notifier_chain_unregister 0x00e9f955
sscanf 0xbcab6ee6
strcasecmp 0xaafdc258
strchr 0x349cba85
strchrnul 0xceab0311
strcmp 0xe2d5255a
strim 0x77bc13a0
strlcat 0xf9c0b663
strlcpy 0x5792f848
strlen 0x98cf60b3
strncasecmp 0x96b29254
strnchr 0x4841bdee
strncmp 0x5a921311
strncpy_from_user 0x24428be5
strnlen 0xa916b694
strnstr 0xc310b981
strpbrk 0x9a1dfd65
strsep 0x85df9b6c
strstr 0x1e6d26a8
subsys_notif_register_notifier 0xab8be69c
subsys_notif_unregister_notifier 0xb37cb2b2
subsystem_get 0x41fac243
subsystem_get_with_fwname 0x212d5362
subsystem_put 0x3a0d61bc
subsystem_restart_dev 0x8b2627a6
swr_connect_port 0x94ffb882
swr_device_down 0x3fd6cd83
swr_device_up 0xbc1a7bb1
swr_device_wakeup_unvote 0x87a4eb09
swr_device_wakeup_vote 0x78454e49
swr_disconnect_port 0x97fc07c0
swr_driver_register 0xef9d4a54
swr_driver_unregister 0x93ba6be0
swr_get_logical_dev_num 0x9b641f87
swr_master_add_boarddevices 0x031fac1c
swr_port_response 0xa11bd56d
swr_read 0x84039312
swr_register_master 0xbc6a3bfa
swr_remove_device 0xdc219413
swr_remove_from_group 0xfd0824c2
swr_reset_device 0xa03b3719
swr_set_device_group 0x29c34759
swr_slvdev_datapath_control 0x0732bda5
swr_unregister_master 0x16e9bd10
swrm_wcd_notify 0x119a9d6a
sys_tz 0xfe5d4bb2
sysfs_create_file_ns 0x2f8cac2f
sysfs_create_group 0x2f564957
sysfs_remove_file_ns 0xd42c7104
sysfs_remove_group 0xe066e1d4
system_freezable_wq 0xd4034828
system_freezing_cnt 0x7ab88a45
system_wq 0x2d3385d3
tasklet_init 0x9545af6d
tasklet_kill 0x82072614
thermal_zone_device_register 0x1a6eb61a
thermal_zone_device_unregister 0xf0c1fb91
timer_unstable_counter_workaround 0x4a58eaf3
try_module_get 0xc85bf0c7
uncached_logk 0x64021802
unregister_chrdev_region 0x6091b333
unregister_inet6addr_notifier 0x2fe252cc
unregister_inetaddr_notifier 0xfe029963
unregister_netdev 0xc9d4fefe
unregister_netdevice_notifier 0x9d0d6206
unregister_netdevice_queue 0x6469a9db
unregister_netevent_notifier 0x4fe1eddf
unregister_oom_notifier 0xc617f82c
unregister_pm_notifier 0x7681946c
unregister_rpmsg_driver 0x8017f8df
unregister_sysctl_table 0x6be0d38b
usb_alloc_coherent 0x8115d0c4
usb_alloc_urb 0x46f4d4a9
usb_clear_halt 0x9fb57f31
usb_free_coherent 0xc1b36b2e
usb_free_urb 0x09496910
usb_ifnum_to_if 0x8b3fcd2f
usb_kill_urb 0xec2aac02
usb_set_interface 0xc845a38f
usb_submit_urb 0x19e4c323
usleep_range 0x12a38747
v4l2_ctrl_g_ctrl 0xe042a9a1
v4l2_ctrl_handler_free 0xc40c9cea
v4l2_ctrl_handler_setup 0x0dca4e2a
v4l2_ctrl_subscribe_event 0x47b32cde
v4l2_device_disconnect 0x5d1dd543
v4l2_device_put 0xe2aaf61f
v4l2_device_register 0xa7641ea7
v4l2_device_unregister 0xbdb83678
v4l2_event_unsubscribe 0x7ccd6f39
v4l2_fh_open 0x5d6d3533
vb2_buffer_done 0x23e598fa
vb2_fop_mmap 0xc30250cf
vb2_fop_poll 0xc5ff9c85
vb2_fop_read 0x211796ac
vb2_fop_release 0xf024dab8
vb2_ioctl_create_bufs 0x56e776ac
vb2_ioctl_dqbuf 0x853e8878
vb2_ioctl_expbuf 0x0acd66f7
vb2_ioctl_qbuf 0x4f774b93
vb2_ioctl_querybuf 0x62d3e848
vb2_ioctl_reqbufs 0x072baf5a
vb2_ioctl_streamoff 0x2e8158b7
vb2_ioctl_streamon 0x84a3fe9d
vb2_ops_wait_finish 0x81157f88
vb2_ops_wait_prepare 0x872a0d8a
vb2_plane_vaddr 0x4a626f15
vb2_queue_error 0x6fb84535
vb2_queue_init 0xd6c95866
vb2_vmalloc_memops 0x58d5d632
vfree 0x999e8297
video_devdata 0x21bfa2ab
video_device_release_empty 0x3b07f316
video_ioctl2 0xb9314e76
video_unregister_device 0xeb85f9cd
vmalloc 0xd6ee688f
vmalloc_to_page 0x810b6c5d
voc_alloc_cal_shared_memory 0xa1d87b8f
voc_alloc_voip_shared_memory 0x813c27c4
voc_config_vocoder 0x058ac5be
voc_deregister_hpcm_evt_cb 0x8b511b48
voc_disable_device 0x543f24c2
voc_disable_dtmf_det_on_active_sessions 0xcd65f6b2
voc_disable_topology 0x3b84c9ec
voc_enable_device 0x606f661f
voc_enable_dtmf_rx_detection 0x9664c8de
voc_end_voice_call 0x069fc91c
voc_get_afe_sidetone 0x94b4658d
voc_get_cvd_version 0x3c9f2dd7
voc_get_ext_ec_ref_port_id 0xa107ca31
voc_get_incall_capture_channel_config 0xedb0d3dc
voc_get_mbd_enable 0x9c4bb0dd
voc_get_route_flag 0x72769a08
voc_get_session_id 0x9cd5e658
voc_get_sound_focus 0xbace54c1
voc_get_source_tracking 0x5234b9e9
voc_get_tty_mode 0x60b3bdeb
voc_register_dtmf_rx_detection_cb 0x5c8d478e
voc_register_hpcm_evt_cb 0xcf05efba
voc_register_mvs_cb 0x0efac550
voc_resume_voice_call 0x5317ea24
voc_send_cvp_map_vocpcm_memory 0x3e82b2eb
voc_send_cvp_start_vocpcm 0xc9febefe
voc_send_cvp_stop_vocpcm 0x0a208026
voc_send_cvp_unmap_vocpcm_memory 0x2738fd70
voc_send_cvp_vocpcm_push_buf_evt 0x66eb46ac
voc_set_afe_sidetone 0x78af2211
voc_set_destroy_cvd_flag 0x5a64a3e0
voc_set_device_config 0x2fa7fc64
voc_set_device_mute 0x478a8be4
voc_set_ecns_enable 0x7278b9a0
voc_set_ext_ec_ref_media_fmt_info 0x13d71f94
voc_set_ext_ec_ref_port_id 0xb146cd5d
voc_set_hd_enable 0x996c6968
voc_set_incall_capture_channel_config 0x19f99b07
voc_set_lch 0x492bd9ee
voc_set_mbd_enable 0xf84c8f84
voc_set_pp_enable 0x627c3fd8
voc_set_route_flag 0x8d651d91
voc_set_rx_vol_step 0xc9ea51ca
voc_set_sound_focus 0x1de96f93
voc_set_tty_mode 0x0782fdde
voc_set_tx_mute 0x6ebec9bf
voc_standby_voice_call 0xd80833af
voc_start_playback 0xe734cc92
voc_start_record 0xb4a63fdf
voc_start_voice_call 0x43612787
voc_update_amr_vocoder_rate 0x7758495b
vprintk 0x715a5ed0
vscnprintf 0xaa0c318b
wait_for_completion 0x6de13801
wait_for_completion_interruptible 0x262e823a
wait_for_completion_timeout 0x4d1ff60a
wake_up_process 0x3d4eed88
wakeup_source_register 0x5c318f51
wakeup_source_unregister 0xae138774
wcd938x_get_codec_variant 0xedcf645f
wcd938x_info_create_codec_entry 0xe063371e
wcd938x_mbhc_hs_detect 0xb1d08f10
wcd_cal_create_hwdep 0xa3c01fcb
wcd_cls_h_fsm 0x1b0e1e66
wcd_cls_h_init 0x9df709eb
wcd_clsh_set_hph_mode 0xca5e500c
wcd_disable_irq 0xe457abcb
wcd_enable_irq 0x8d96bad1
wcd_free_irq 0x9eb09b4b
wcd_irq_exit 0xfffac392
wcd_irq_init 0xb94f92e6
wcd_mbhc_deinit 0xb61d21b9
wcd_mbhc_get_impedance 0xa44cfea8
wcd_mbhc_init 0x05bd83ad
wcd_mbhc_start 0x400dd837
wcd_mbhc_stop 0xf7da62ba
wcd_request_irq 0xf7b5d9fb
wcdcal_get_fw_cal 0xfc70f13e
wcnss_prealloc_get 0xdff15e8a
wcnss_prealloc_put 0x0521fc53
wiphy_free 0x9cc80a36
wiphy_new_nm 0x569367e7
wiphy_register 0x9caa0208
wiphy_unregister 0x8cdb64c3
wireless_send_event 0x4b7aa872
wsa881x_codec_info_create_codec_entry 0x810aea7e
wsa881x_set_channel_map 0x3bb84dba
wsa883x_codec_get_dev_num 0x16e1a1e0
wsa883x_codec_info_create_codec_entry 0x39624716
wsa883x_set_channel_map 0xfe274dcf
